n_id,type,src,question,prompt,response,id,target,participant,response_num
5156,uses,dod20,What is a surprising use for a BOTTLE?,bottle,roll,dod20_bottle-7787fe,3.2,dod2085,8
1082,uses,hass17,What is a surprising use for a BRICK?,brick,weight lifting,hass17_brick-d4acb6,1.7,hass1727,12
47,uses,hass17,What is a surprising use for a BOTTLE?,bottle,drinking,hass17_bottle-c92413,1.0,hass1730, 1
4330,consequences,setal08,What would be a surprising consequence if PEOPLE NEEDED NO SLEEP?,no sleep,climbing buildings more,setal08_3.0-f16d55,1.0,setal0893,2.0
8251,consequences,setal08,What would be a surprising consequence if PEOPLE NEEDED NO SLEEP?,no sleep,everything would be open 24/7,setal08_3.0-94fcc7,1.0,setal08173,3.0
6825,consequences,setal08,What would be a surprising consequence if PEOPLE NEEDED NO SLEEP?,no sleep,more time to get in trouble,setal08_3.0-67ce3e,1.3,setal08145,1.0
915,uses,snbmo09,What is a surprising use for a BRICK?,brick,one brick would start a foundation for a house,snbmo09_1_brick-1fc762,1.0,snbmo0946,2
1798,uses,snb17,What is a surprising use for a ROPE?,rope,use it to tie a bouquet of flowers together,snb17_rope-86c448,2.3,snb1780,
1182,uses,snbmo09,What is a surprising use for a BOX?,box,made to be a crib,snbmo09_3_box-6fb0fc,2.0,snbmo0957,3
2773,consequences,setal08,What would be a surprising consequence if PEOPLE NEEDED NO SLEEP?,no sleep,fast-paced economy,setal08_3.0-e51903,2.3,setal0863,5.0
3418,uses,dod20,What is a surprising use for a BOOK?,book,food,dod20_book-afabaa,4.0,dod2048,14
1942,uses,setal08,What is a surprising use for a KNIFE?,knife,cut stain glass,setal08_4.0-1e8828,1.3,setal0844,7.0
2757,uses,dod20,What is a surprising use for a SHOVEL?,shovel,javelin,dod20_shovel-aff8d2,3.5,dod2036,5
1700,uses,betal18,What is a surprising use for a ROPE?,rope,sling for a cast,betal18_rope-48f555,2.1,betal182012,
9403,uses,setal08,What is a surprising use for a BRICK?,brick,weight,setal08_1.0-abe4db,1.0,setal08199,3.0
2005,uses,snb17,What is a surprising use for a ROPE?,rope,you can use it to suspend things from high places,snb17_rope-07015e,1.3,snb17106,
2517,uses,dod20,What is a surprising use for a SHOVEL?,shovel,yard art,dod20_shovel-996a30,3.0,dod2033,1
1109,instances,setal08,What is a surprising thing that makes a NOISE?,noise,computers,setal08_5.0-612da9,1.0,setal0825,12.0
9471,uses,setal08,What is a surprising use for a BRICK?,brick,a stepping stone,setal08_1.0-670ab6,1.0,setal08200,6.0
3508,instances,setal08,What is a surprising thing that makes a NOISE?,noise,computer,setal08_5.0-9d4e30,1.0,setal0878,10.0
7553,consequences,setal08,What would be a surprising consequence if EVERYONE SHRANK TO 12 INCHES TALL?,shrank,always being carded,setal08_6.0-477d7d,2.3,setal08157,4.0
2147,uses,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,key,hmsl_paperclip-295c96,2.0,hmsl7uS4dhoU,4.0
8545,uses,setal08,What is a surprising use for a BRICK?,brick,table,setal08_1.0-603ee9,1.7,setal08181,3.0
2863,uses,hmsl,What is a surprising use for a BRICK?,brick,Build a bridge,hmsl_brick-2bacd4,1.5,hmslsSyeENYV,5.0
932,consequences,setal08,What would be a surprising consequence if EVERYONE SHRANK TO 12 INCHES TALL?,shrank,floods would be more dangerous,setal08_6.0-63bb1e,1.7,setal0821,4.0
307,uses,snbmo09,What is a surprising use for a BRICK?,brick,writing surface,snbmo09_1_brick-4b6200,1.8,snbmo0917,4
2111,uses,betal18,What is a surprising use for a ROPE?,rope,to make a turban,betal18_rope-d248b0,2.4,betal182066,
3714,uses,hmsl,What is a surprising use for a BRICK?,brick,Use it as a press for cooking (like when making brick chicken),hmsl_brick-2cde6b,2.8,hmsl5122L8am,1.0
263,uses,dod20,What is a surprising use for a SHOVEL?,shovel,weapon,dod20_shovel-7ae361,3.0,dod2048,3
1832,uses,setal08,What is a surprising use for a BRICK?,brick,name tag,setal08_1.0-e8de2b,2.3,setal0842,2.0
3993,uses,dod20,What is a surprising use for a BOOK?,book,create legs to support table top,dod20_book-7f89b6,2.8,dod2057,5
435,uses,dod20,What is a surprising use for a TABLE?,table,to use as an altar,dod20_table-9708ab,3.3,dod202,3
1336,instances,setal08,What is a surprising thing that makes a NOISE?,noise,shoes,setal08_5.0-9b97de,1.0,setal0830,7.0
10567,instances,setal08,What is a surprising thing that makes a NOISE?,noise,old beds,setal08_5.0-f93aed,1.3,setal08221,11.0
691,uses,hass17,What is a surprising use for a BRICK?,brick,weapon,hass17_brick-171e93,1.7,hass1731, 2
3039,uses,snbmo09,What is a surprising use for a BOX?,box,put recycling in,snbmo09_3_box-eb55a6,1.0,snbmo09150,7
1248,uses,bs12,What is a surprising use for a BRICK?,brick,writing utensil,bs12_brick-b7f27f,2.2,bs1290,
7102,instances,setal08,What is a surprising thing that makes a NOISE?,noise,wind through trees,setal08_5.0-1897dc,1.3,setal08149,12.0
1095,uses,betal18,What is a surprising use for a BOX?,box,boombox,betal18_box-31f4ae,2.4,betal182121,
1845,uses,dod20,What is a surprising use for a BOOK?,book,reading,dod20_book-f1bae5,1.0,dod2057,1
971,uses,hass17,What is a surprising use for a BRICK?,brick,Fire pits,hass17_brick-8917c4,1.7,hass1760, 6
2554,uses,dod20,What is a surprising use for a BOTTLE?,bottle,canning,dod20_bottle-70da81,2.2,dod2068,5
3505,instances,setal08,What is a surprising thing that makes a NOISE?,noise,clock,setal08_5.0-708288,1.3,setal0878,7.0
2837,uses,dod20,What is a surprising use for a TIRE?,tire,mulch,dod20_tire-ca555a,3.0,dod2037,5
874,uses,hass17,What is a surprising use for a BRICK?,brick,Patios,hass17_brick-b72298,1.0,hass1760, 4
9437,instances,setal08,What is a surprising thing that makes a NOISE?,noise,pencil while writing,setal08_5.0-d1c6a4,1.0,setal08199,5.0
2416,uses,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,ream out clogged area,hmsl_paperclip-5e540b,2.2,hmsl1BHxIRq1,8.0
3296,consequences,setal08,What would be a surprising consequence if EVERYONE SHRANK TO 12 INCHES TALL?,shrank,couldn't see over counters,setal08_6.0-7148cd,1.3,setal0874,2.0
2000,uses,betal18,What is a surprising use for a ROPE?,rope,mi,betal18_rope-70c6f2,1.6,betal182053,
1792,uses,snb17,What is a surprising use for a ROPE?,rope,tug of war,snb17_rope-e5c52f,1.0,snb1779,
498,uses,bs12,What is a surprising use for a BRICK?,brick,as a place to sit other than the dirt,bs12_brick-0817fe,1.4,bs1234,
3780,uses,hmsl,What is a surprising use for a BRICK?,brick,used to weigh something down,hmsl_brick-1476c5,1.5,hmslYn49gHlm,6.0
51,uses,setal08,What is a surprising use for a BRICK?,brick,a business card holder (placed on top of course),setal08_1.0-37db85,2.0,setal082,7.0
1311,uses,hmsl,What is a surprising use for a BRICK?,brick,paper or door weight,hmsl_brick-8c7d72,1.5,hmsl07G60fD3,5.0
1585,uses,betal18,What is a surprising use for a BOX?,box,hat,betal18_box-82902e,1.0,betal182190,
2107,uses,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,hold wires ,hmsl_paperclip-7bcb51,2.0,hmsl7zQyX2c4,4.0
1948,uses,dod20,What is a surprising use for a TABLE?,table,operation,dod20_table-63a0b3,2.3,dod2022,4
159,uses,hass17,What is a surprising use for a BOTTLE?,bottle,pour things into it,hass17_bottle-abaa3c,1.0,hass1747, 2
1184,uses,dod20,What is a surprising use for a FORK?,fork,open the can with,dod20_fork-a2d754,3.0,dod2011,2
1589,uses,bs12,What is a surprising use for a BRICK?,brick,door stop,bs12_brick-ff22c9,1.0,bs12117,
3337,uses,dod20,What is a surprising use for a TIRE?,tire,use it to move something with ease,dod20_tire-008816,2.0,dod2046,0
412,uses,hass17,What is a surprising use for a BOTTLE?,bottle,decoration,hass17_bottle-a04b41,1.7,hass1736, 6
1786,uses,betal18,What is a surprising use for a ROPE?,rope,belt,betal18_rope-e6f627,1.0,betal182025,
2559,instances,setal08,What is a surprising thing that makes a NOISE?,noise,iPod,setal08_5.0-0593e1,1.0,setal0858,3.0
3239,uses,setal08,What is a surprising use for a BRICK?,brick,you can use it as a boarder,setal08_1.0-055591,1.0,setal0874,4.0
11091,instances,setal08,What is a surprising thing that is ROUND?,round,wheels,setal08_2.0-eddf2d,1.0,setal08232,11.0
947,uses,dod20,What is a surprising use for PANTS?,pants,shirt,dod20_pants-f43df7,2.3,dod208,9
3628,uses,dod20,What is a surprising use for a BOTTLE?,bottle,to store something important in,dod20_bottle-adb6ce,1.5,dod2051,1
1812,uses,snbmo09,What is a surprising use for a KNIFE?,knife,to carve with,snbmo09_2_knife-de4e01,1.0,snbmo0989,4
1776,uses,snb17,What is a surprising use for a ROPE?,rope,hair tie,snb17_rope-1c09c8,1.7,snb1776,
1793,uses,bs12,What is a surprising use for a BRICK?,brick,artwork,bs12_brick-d7bc29,1.4,bs12133,
327,uses,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,hook,hmsl_paperclip-fa8879,2.5,hmslZF13l8N3,1.0
2079,uses,betal18,What is a surprising use for a ROPE?,rope,make it a snake,betal18_rope-e4d7b8,1.3,betal182062,
2985,uses,dod20,What is a surprising use for a TABLE?,table,to sit,dod20_table-d8cfeb,2.2,dod2082,4
2523,consequences,setal08,What would be a surprising consequence if EVERYONE SHRANK TO 12 INCHES TALL?,shrank,there would be no height limit for car seats and air bags,setal08_6.0-41ab30,2.0,setal0857,4.0
10517,uses,setal08,What is a surprising use for a KNIFE?,knife,car knife,setal08_4.0-7d21db,1.7,setal08220,4.0
3337,uses,snbmo09,What is a surprising use for a KNIFE?,knife,you can use it to reflect sunlight off of and blind people in the eyes,snbmo09_2_knife-0efee2,2.7,snbmo09164,3
2234,uses,snbmo09,What is a surprising use for a KNIFE?,knife,use it to write with,snbmo09_2_knife-890bf0,1.7,snbmo09109,8
4834,uses,dod20,What is a surprising use for a TABLE?,table,side table,dod20_table-36b9bd,1.3,dod2077,3
93,uses,betal18,What is a surprising use for a BOX?,box,stepping stool,betal18_box-a734ae,1.0,betal182008,
195,uses,dod20,What is a surprising use for a ROPE?,rope,lasso,dod20_rope-ff4602,1.5,dod2085,9
1086,uses,snbmo09,What is a surprising use for a KNIFE?,knife,catch a fish/gut it,snbmo09_2_knife-d9a960,1.0,snbmo0953,10
713,uses,snb17,What is a surprising use for a BOX?,box,surf board,snb17_box-3f6013,2.7,snb1792,
975,uses,bs12,What is a surprising use for a BRICK?,brick,clank against something for use of a percussion instrument,bs12_brick-ff8fd7,3.0,bs1268,
555,uses,snb17,What is a surprising use for a BOX?,box,a house for a cat,snb17_box-2103c1,1.7,snb1765,
2181,uses,dod20,What is a surprising use for a BOTTLE?,bottle,blow on it,dod20_bottle-471182,3.2,dod2027,7
766,uses,hass17,What is a surprising use for a BRICK?,brick,ottoman,hass17_brick-3b0531,4.0,hass1730, 3
2692,uses,betal18,What is a surprising use for a ROPE?,rope,making a replica of spaghetti noodle,betal18_rope-08ac97,1.9,betal182158,
6503,instances,setal08,What is a surprising thing that is ROUND?,round,wreath,setal08_2.0-c0927d,1.7,setal08139,14.0
3376,uses,snbmo09,What is a surprising use for a BOX?,box,cave,snbmo09_3_box-c0ef67,2.7,snbmo09165,5
5396,uses,setal08,What is a surprising use for a BRICK?,brick,outline a garden,setal08_1.0-18e812,1.0,setal08115,3.0
388,uses,snb17,What is a surprising use for a BOX?,box,food,snb17_box-80926e,1.7,snb1748,
1697,uses,bs12,What is a surprising use for a BRICK?,brick,target practice,bs12_brick-834d60,1.8,bs12125,
4041,uses,dod20,What is a surprising use for a SHOVEL?,shovel,paint and decorate with,dod20_shovel-c47a07,3.0,dod2057,2
561,uses,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,roast mar,hmsl_paperclip-03393e,1.5,hmslVRjUpNjw,7.0
764,uses,dod20,What is a surprising use for PANTS?,pants,swing,dod20_pants-b70ea5,3.5,dod206,0
2393,uses,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,poker,hmsl_paperclip-513628,2.0,hmsll9pCqCGT,9.0
3420,uses,dod20,What is a surprising use for a BOTTLE?,bottle,water basin,dod20_bottle-150fc8,2.0,dod2048,6
193,uses,dod20,What is a surprising use for a ROPE?,rope,lasso,dod20_rope-8efee9,1.5,dod2060,0
6943,uses,setal08,What is a surprising use for a KNIFE?,knife,cut hair,setal08_4.0-7445cd,1.7,setal08147,6.0
6415,uses,setal08,What is a surprising use for a BRICK?,brick,houses,setal08_1.0-29aa00,1.0,setal08137,2.0
780,uses,snbmo09,What is a surprising use for a BRICK?,brick,door stopper,snbmo09_1_brick-abfbf2,1.0,snbmo0940,8
2080,uses,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,HOLD PAPERS,hmsl_paperclip-1f07bf,1.0,hmsl3KwNtbkQ,1.0
1842,uses,snbmo09,What is a surprising use for a BRICK?,brick,to throw at something,snbmo09_1_brick-57183b,1.5,snbmo0991,1
1153,uses,bs12,What is a surprising use for a BRICK?,brick,paper weight,bs12_brick-b0c0a3,1.0,bs1285,
3700,uses,setal08,What is a surprising use for a KNIFE?,knife,carve wooden ducks,setal08_4.0-79a1d8,2.0,setal0882,4.0
1079,instances,setal08,What is a surprising thing that is ROUND?,round,caves,setal08_2.0-66d433,2.0,setal0825,5.0
2911,uses,snbmo09,What is a surprising use for a BOX?,box,door holder,snbmo09_3_box-9e9fcf,2.0,snbmo09143,4
865,uses,snb17,What is a surprising use for a BOX?,box,house,snb17_box-ee8f76,1.3,snb17111,
8783,uses,setal08,What is a surprising use for a KNIFE?,knife,use it as a screwdiver,setal08_4.0-072f88,1.7,setal08186,2.0
2275,uses,dod20,What is a surprising use for a TIRE?,tire,"turn it on its side, fill the middle with sand for a sand box for the kids",dod20_tire-2550ca,3.7,dod2028,1
1064,uses,snb17,What is a surprising use for a BOX?,box,Bed,snb17_box-966f2e,1.3,snb17137,
2798,uses,snbmo09,What is a surprising use for a BOX?,box,litter box,snbmo09_3_box-efb6c8,1.2,snbmo09137,3
1541,uses,snbmo09,What is a surprising use for a BOX?,box,grow flowers out of,snbmo09_3_box-0735c4,2.3,snbmo0974,2
4398,instances,setal08,What is a surprising thing that is ROUND?,round,sunny side of eggs,setal08_2.0-ad8635,1.7,setal0895,1.0
1240,uses,hmsl,What is a surprising use for a BRICK?,brick,landscaping,hmsl_brick-e3aabb,1.5,hmsl4evEspH2,5.0
10353,consequences,setal08,What would be a surprising consequence if EVERYONE SHRANK TO 12 INCHES TALL?,shrank,get smushed by cats,setal08_6.0-08b6f1,1.0,setal08216,2.0
508,uses,dod20,What is a surprising use for a SHOE?,shoe,weapon,dod20_shoe-efda57,3.3,dod2091,0
2239,uses,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,make people with them for kids,hmsl_paperclip-3d259a,2.5,hmslY2cD7y3X,7.0
10623,uses,setal08,What is a surprising use for a BRICK?,brick,play football,setal08_1.0-1dd145,2.0,setal08223,15.0
972,uses,dod20,What is a surprising use for a ROPE?,rope,bridge,dod20_rope-4d72b4,2.5,dod208,8
2165,uses,betal18,What is a surprising use for a ROPE?,rope,lift,betal18_rope-723c1c,1.0,betal182074,
1832,uses,dod20,What is a surprising use for PANTS?,pants,life line,dod20_pants-b3178b,2.7,dod2020,2
2146,uses,dod20,What is a surprising use for a TIRE?,tire,to make toy cars,dod20_tire-50a72c,1.7,dod2025,4
829,uses,betal18,What is a surprising use for a BOX?,box,clothing,betal18_box-469efe,1.0,betal182087,
3414,uses,hmsl,What is a surprising use for a BRICK?,brick,pillow,hmsl_brick-dde9da,3.2,hmsl63a1Gxgq,1.0
2067,consequences,setal08,What would be a surprising consequence if PEOPLE NEEDED NO SLEEP?,no sleep,would have too much free time,setal08_3.0-40dba9,1.7,setal0847,4.0
3699,uses,hmsl,What is a surprising use for a BRICK?,brick,use as weight,hmsl_brick-4c2438,1.5,hmslz22yJ31W,2.0
1510,uses,snbmo09,What is a surprising use for a KNIFE?,knife,scare away a theif,snbmo09_2_knife-881f94,1.5,snbmo0973,9
4309,consequences,setal08,What would be a surprising consequence if EVERYONE SHRANK TO 12 INCHES TALL?,shrank,could not ride rides at the amusement park,setal08_6.0-c7db55,1.7,setal0892,3.0
7291,instances,setal08,What is a surprising thing that is ROUND?,round,ball bearing,setal08_2.0-5c140d,1.0,setal08153,7.0
2528,uses,dod20,What is a surprising use for a TIRE?,tire,tire fence,dod20_tire-8a71b3,3.0,dod2033,1
393,uses,dod20,What is a surprising use for a FORK?,fork,to use as contraband in a prison,dod20_fork-8ca5c2,3.7,dod202,9
2393,uses,snbmo09,What is a surprising use for a KNIFE?,knife,juggling,snbmo09_2_knife-73117d,2.0,snbmo09116,7
3119,instances,setal08,What is a surprising thing that is ROUND?,round,book,setal08_2.0-b10a1f,1.7,setal0870,5.0
1672,uses,dod20,What is a surprising use for a TABLE?,table,desk,dod20_table-997731,1.5,dod2061,4
1351,uses,snbmo09,What is a surprising use for a BOX?,box,spacecraft,snbmo09_3_box-a91a2b,2.2,snbmo0964,1
7899,consequences,setal08,What would be a surprising consequence if EVERYONE SHRANK TO 12 INCHES TALL?,shrank,world might collapse,setal08_6.0-17bf7a,1.0,setal08165,10.0
2292,instances,setal08,What is a surprising thing that makes a NOISE?,noise,shower,setal08_5.0-484dfc,1.3,setal0852,7.0
1996,uses,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,folder clip,hmsl_paperclip-457f63,1.0,hmsl1S8A5eB9,2.0
2151,uses,snb17,What is a surprising use for a ROPE?,rope,shoe laces,snb17_rope-2907fc,1.3,snb17123,
235,uses,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,hair barrette,hmsl_paperclip-65ffb7,2.5,hmslFdOMf9nm,2.0
730,uses,dod20,What is a surprising use for a BOTTLE?,bottle,vase,dod20_bottle-5bf064,2.5,dod206,3
297,uses,dod20,What is a surprising use for a TABLE?,table,bed,dod20_table-d33d7a,3.8,dod2055,8
806,uses,hass17,What is a surprising use for a BRICK?,brick,weapon,hass17_brick-19dccc,1.3,hass1759, 3
27,uses,setal08,What is a surprising use for a KNIFE?,knife,to hold something / pin something to,setal08_4.0-9479cf,1.7,setal081,9.0
1483,uses,bs12,What is a surprising use for a BRICK?,brick,build a house,bs12_brick-c8a731,1.0,bs12108,
738,uses,bs12,What is a surprising use for a BRICK?,brick,place cards,bs12_brick-fa3344,3.4,bs1253,
302,uses,betal18,What is a surprising use for a BOX?,box,shelf,betal18_box-a402f7,1.6,betal182034,
2232,uses,setal08,What is a surprising use for a KNIFE?,knife,use to get a splinter out of a finger,setal08_4.0-0d776a,1.7,setal0851,1.0
2010,instances,setal08,What is a surprising thing that makes a NOISE?,noise,breathing,setal08_5.0-3158b0,1.3,setal0845,10.0
2447,uses,snbmo09,What is a surprising use for a BRICK?,brick,a muscle building weight,snbmo09_1_brick-f753bc,1.8,snbmo09118,1
8265,consequences,setal08,What would be a surprising consequence if EVERYONE SHRANK TO 12 INCHES TALL?,shrank,"smaller clothes ""shoe size""",setal08_6.0-ace90d,1.0,setal08173,3.0
4816,instances,setal08,What is a surprising thing that makes a NOISE?,noise,slamming a door,setal08_5.0-be6522,1.0,setal08101,9.0
1608,uses,hmsl,What is a surprising use for a BRICK?,brick,use in gardens,hmsl_brick-3f9087,1.5,hmslD0oEDjkj,5.0
3619,instances,setal08,What is a surprising thing that is ROUND?,round,pluto,setal08_2.0-c11d6a,1.0,setal0881,9.0
